name,rarity,faceConvertedManaCost,colors,originalType,printings,uuid
"Krenko, Tin Street Kingpin",rare,,R,Legendary Creature — Goblin,"DMC, MOC, NEC, PLST, PWAR, SLD, WAR",8183f323-0f97-5d2f-968e-dbf1c7944f94
"Neheb, Dreadhorde Champion",rare,,R,Legendary Creature — Zombie Minotaur Warrior,"DMC, PRES, PWAR, WAR",43bde41d-86c4-53ec-adb8-c1d505f8dac2
Arvad the Cursed,uncommon,,"B, W",Legendary Creature — Vampire Knight,"DMC, DOM, MOC, PDOM",b4531e4b-e329-5029-9836-b3feba6216c5
"Illuna, Apex of Wishes",mythic,,"G, R, U",Legendary Creature — Beast Elemental Dinosaur,"DMC, IKO, PIKO, PRM",1a0a7a0e-016c-5239-b9c5-b4ab2f8ac595
"Nethroi, Apex of Death",mythic,,"B, G, W",Legendary Creature — Cat Nightmare Beast,"DMC, IKO, PIKO, PRM",c3473d3b-c8f9-5d55-9327-b784f21901e1
"Rienne, Angel of Rebirth",mythic,,"G, R, W",Legendary Creature — Angel,"DMC, M20",0d030be1-c757-5d7d-bd8b-aa6dc50e0888
Surrak Dragonclaw,mythic,,"G, R, U",Legendary Creature — Human Warrior,"DMC, KTK, PKTK",e0696bd0-9e1b-52a2-a794-cc7cc1981534
Lieutenant Kirtar,rare,,W,Legendary Creature — Bird Soldier,"DMR, ODY",0bff34c9-6f97-51ae-a150-4a156772985a
Lyra Dawnbringer,mythic,,W,Legendary Creature — Angel,"DMR, DOM, J22, PDOM",82d7d15f-bc46-5804-9dce-ed8c902628cc
"Yawgmoth, Thran Physician",mythic,,B,Legendary Creature — Human Cleric,"DMR, J21, MH1, TSR",7fb06063-3cbb-56de-811d-eab8e92698ad
Pashalik Mons,rare,,R,Legendary Creature — Goblin Warrior,"DMR, J21, MH1",603996b8-8bf3-5b93-a2e5-0ff2e46825e4
Arcades Sabboth,rare,,"G, U, W",Legendary Creature — Elder Dragon,"BCHR, CHR, DMR, LEG, ME3, SLD",8142dc35-fb2e-55bc-99a5-5d7d94b39675
Sol'kanar the Swamp King,rare,,"B, R, U",Legendary Creature — Demon,"BCHR, CHR, DMR, LEG, OLEP, TSB",421795b1-1c5c-51ce-a80a-de18583ce15b
Xira Arien,rare,,"B, G, R",Legendary Creature — Insect Wizard,"BCHR, CHR, DMR, LEG, ME3, TD0",16bec147-39c1-506f-adf3-27d1d883aaa4
"Elas il-Kor, Sadistic Pilgrim",uncommon,,"B, W",Legendary Creature — Phyrexian Kor Cleric,"DMU, PLST",a89e8ae0-fd52-5b42-b900-25bcec075ed1
"Radha, Coalition Warlord",uncommon,,"G, R",Legendary Creature — Elf Warrior,"DMU, MUL",b4d62ee8-d114-5aed-9a66-e22c4926a76c
"Raff, Weatherlight Stalwart",uncommon,,"U, W",Legendary Creature — Human Wizard,"DMU, MUL",30d829e2-f260-51f7-a9b2-e33ae6b58b04
"Rona, Sheoldred's Faithful",uncommon,,"B, U",Legendary Creature — Human Wizard,"DMU, MUL",7229b499-1e54-56d3-b2e5-258055a9ed04
"Evra, Halcyon Witness",rare,,W,Legendary Creature — Avatar,"DOM, PDOM, PLST",f605ad25-b192-53d6-ba21-4841687a658e
"Kwende, Pride of Femeref",uncommon,,W,Legendary Creature — Human Knight,"DOM, J22, MUL, PDOM",5086456d-1c92-518f-ac43-c4ef080a00bb
"Shalai, Voice of Plenty",rare,,W,Legendary Creature — Angel,"DOM, PDOM, SLD, WOC",95b8b513-12eb-54ca-9ed8-9a62ab5a2f6c
"Squee, the Immortal",rare,,R,Legendary Creature — Goblin,"DOM, MUL, NCC, PDOM",5e356aff-7c5d-5411-ad67-ecf143b03e46
"Marwyn, the Nurturer",rare,,G,Legendary Creature — Elf Druid,"DOM, KHC, PDOM",d0f214fe-fe7e-5314-8bc6-f2313cf03058
"Multani, Yavimaya's Avatar",mythic,,G,Legendary Creature — Elemental Avatar,"DOM, PDOM, ZNC",e2c35a48-c336-5b62-82ec-d339fe7b1e0c
"Adeliz, the Cinder Wind",uncommon,,"R, U",Legendary Creature — Human Wizard,"DOM, PDOM, PLST",f8397d62-ca19-5877-9d62-fad9a78d0a42
"Shanna, Sisay's Legacy",uncommon,,"G, W",Legendary Creature — Human Warrior,"DOM, MUL, PDOM, PRM",887bc22b-2ced-5d22-bfc3-a527ed9cbc7a
"Sidisi, Undead Vizier",rare,,B,Legendary Creature — Zombie Naga,"DTK, PDTK, PLST",e93dd219-9064-5f86-8028-a965fc759074
Dragonlord Atarka,mythic,,"G, R",Legendary Creature — Elder Dragon,"DTK, P30A, PDTK, PLST",bb56cadb-a79f-54d7-92a0-d4f05ee68582
Dragonlord Ojutai,mythic,,"U, W",Legendary Creature — Elder Dragon,"DTK, NCC, PDTK, PLST, SLC",db22b048-ecbd-5498-b187-b0ea184f9cdb
"Braids, Cabal Minion",rare,,B,Legendary Creature — Human Minion,"EMA, MH2, ODY",2e7bbd6e-6a1e-5f7e-9d54-f6574dc23a7b
"Silvos, Rogue Elemental",rare,,G,Legendary Creature — Elemental,"EMA, ONS, PLST, VMA",872cbe9c-0384-50c8-a2df-bbcf45198de1
"Ishkanah, Grafwidow",mythic,,G,Legendary Creature — Spider,"EMN, LTC, PEMN, PLST, SIR",9305bd16-2e28-5e4f-bddd-c3feb6e73eb6
Gisa and Geralf,mythic,,"B, U",Legendary Creature — Human Wizard,"EMN, MIC, PEMN, PLST, SCD, SIR",8bd69452-02c6-5e1c-9594-4d9dea373fe8
"Korlash, Heir to Blackblade",rare,,B,Legendary Creature - Zombie Warrior,"FUT, PFUT, PLST, PRM",a3a28617-28c6-5344-92ad-39cf7b9b0b54
"Lazav, Dimir Mastermind",mythic,,"B, U",Legendary Creature — Shapeshifter,"GK1, GTC, ZNC",263b89a8-f0af-5820-8986-a9c43e02e3e1
"Savra, Queen of the Golgari",rare,,"B, G",Legendary Creature — Elf Shaman,"GK1, RAV, RVR, SLD",3305ec65-6461-55c8-9db6-19e0f971823d
Tolsimir Wolfblood,rare,,"G, W",Legendary Creature — Elf Warrior,"GK1, PSAL, RAV, RVR",4df9baad-91d8-55d3-b585-4098f61b5f89
"Teysa, Orzhov Scion",rare,,"B, W",Legendary Creature — Human Advisor,"GK2, GPT, RVR",22b1f0cc-0e65-56a8-834f-afe1a19d4310
"Zegana, Utopian Speaker",rare,,"G, U",Legendary Creature — Merfolk Wizard,"GK2, LCC, PRNA, RNA",4da7ff4d-3174-529b-aee1-d82a37146f7c
"Lathliss, Dragon Queen",rare,,R,Legendary Creature — Dragon,"GN2, J22, JMP, M19, PLST, PM19, PRES, SLD",9f1c499f-8aec-5bff-8fb5-b271c061cbd0
"Aurelia, Exemplar of Justice",mythic,,"R, W",Legendary Creature — Angel,"GRN, PGRN, RVR",62cbbd6e-0b9f-5d86-bd36-541e9a60bc29
"Emmara, Soul of the Accord",rare,,"G, W",Legendary Creature — Elf Cleric,"GRN, PGRN, PLST, PRM, SCD",41e731d9-eaf6-5c30-84df-2c30ebb15312
"Lazav, the Multifarious",mythic,,"B, U",Legendary Creature — Shapeshifter,"GRN, MKC, PGRN, PLST, RVR",99d3110e-bdd3-576e-b261-16c47efcdc66
"Tajic, Legion's Edge",rare,,"R, W",Legendary Creature — Human Soldier,"GRN, PGRN, RVR",05529d8e-db22-5193-8ead-04e5c6dd835b
Borborygmos Enraged,mythic,,"G, R",Legendary Creature — Cyclops,"GTC, PLST, RVR",f5a22037-cf5a-54e8-bf1b-1e3e5907244c
"Elesh Norn, Grand Cenobite",mythic,,W,Legendary Creature — Phyrexian Praetor,"HA5, IMA, J14, MM2, MUL, NPH, PLST, PRM, SLD",f6d90436-54ff-57a8-a056-9173159788d4
"Jin-Gitaxias, Core Augur",mythic,,U,Legendary Creature — Phyrexian Praetor,"HA5, IMA, MUL, NPH, PLST, SLD",f096fd5b-653b-52d6-8e98-84b275db57f2
"Sheoldred, Whispering One",mythic,,B,Legendary Creature — Phyrexian Praetor,"HA5, IMA, JMP, MUL, NPH, PLST, PNPH, PRM, SLD",61b422e5-4ea6-5f83-966e-51ace7574cc6
"Vorinclex, Voice of Hunger",mythic,,G,Legendary Creature — Phyrexian Praetor,"HA5, IMA, MUL, NPH, PLST, SLD",bd7cffbb-6a2f-54a8-b1df-bd3bf355dbc6
"Ob Nixilis, the Fallen",mythic,,B,Legendary Creature — Demon,"IMA, PLST, ZEN",cbd981ba-7d0d-5c1a-9e18-74780cab8b1d
Rosheen Meanderer,uncommon,,"G, R",Legendary Creature — Giant Shaman,"IMA, PLST, SHM",0c1a2bac-c9cd-5e30-8959-09ca1d50f752
"Grimgrin, Corpse-Born",mythic,,"B, U",Legendary Creature — Zombie Warrior,"ISD, MUL, OCM1, SLD",83039e0c-241b-5e45-aedb-ecc6e8d363b6
"Alandra, Sky Dreamer",rare,,U,Legendary Creature — Merfolk Wizard,"J22, MKC",82ad647b-f5e6-57ac-9794-748db01fb0a8
"Michiko Konda, Truth Seeker",rare,,W,Legendary Creature — Human Advisor,"J22, PLST, SLD, SOK",db7f977e-1b1c-52e0-921d-b6ffb29bc137
"Taranika, Akroan Veteran",rare,,W,Legendary Creature — Human Soldier,"J22, PRM, PTHB, THB",b88090e3-f8d5-50bd-9a3d-910c521eede8
Svyelun of Sea and Sky,mythic,,U,Legendary Creature — Merfolk God,"J21, J22, LCC, MH2, PMH2, PRM",c8d92935-a9fa-5604-a0d2-be60eff31116
"Syr Elenora, the Discerning",uncommon,,U,Legendary Creature — Human Knight,"ELD, J22, MOC, PLST",0e3d2337-87ee-5191-b44d-c6c65bd5e329
"Syr Konrad, the Grim",uncommon,,B,Legendary Creature — Human Knight,"ELD, J22, MKC, MOC, PLST, PW23, SLD, ZNC",5adae475-4597-543b-89bd-4c929fe42fbe
"Yidaro, Wandering Monster",rare,,R,Legendary Creature — Dinosaur Turtle,"IKO, J22, PIKO, PLST, PRM",7998ada8-77d4-5434-8285-084fc351151a
"Lathril, Blade of the Elves",mythic,,"B, G",Legendary Creature — Elf Noble,"KHC, PRES",3991d388-f3ef-56b6-ae17-bdaf719a8e42
Ranar the Ever-Watchful,mythic,,"U, W",Legendary Creature — Spirit Warrior,KHC,156dbe1e-3c66-5188-a6b9-08eb863a80ff
Rhys the Exiled,rare,,G,Legendary Creature — Elf Warrior,"KHC, MOR",7fcef73b-05e3-5f02-aa29-bd1a5e2fa9c8
"Admiral Brass, Unsinkable",mythic,,"B, R, U",Legendary Creature — Human Pirate,LCC,2f99f943-6652-5021-8a7f-fa8f0a7ef1c0
"Clavileño, First of the Blessed",mythic,,"B, W",Legendary Creature — Vampire Cleric,LCC,6044c741-54ad-5912-8460-a1f484a9c62c
Hakbal of the Surging Soul,mythic,,"G, U",Legendary Creature — Merfolk Scout,LCC,60864bc5-74d0-52ef-8939-ac1b883f490d
"Pantlaza, Sun-Favored",mythic,,"G, R, W",Legendary Creature — Dinosaur,LCC,f30440b2-61ff-5743-b80a-f2b292c3a053
"Carmen, Cruel Skymarcher",mythic,,"B, W",Legendary Creature — Vampire Soldier,LCC,a42c2a5e-266e-50d0-9c08-f303989f124c
"Don Andres, the Renegade",mythic,,"B, R, U",Legendary Creature — Vampire Pirate,LCC,59b48e46-a574-51d2-b712-7832909bb720
"Wayta, Trainer Prodigy",mythic,,"G, R, W",Legendary Creature — Human Warrior,LCC,04976406-0c15-5230-b171-ed81ac797b71
"Xolatoyac, the Smiling Flood",mythic,,"G, U",Legendary Creature — Salamander Serpent,LCC,c7a33cc5-abfb-5094-80c5-18f6d73a5b88
"Xavier Sal, Infested Captain",rare,,"B, G, U",Legendary Creature — Human Fungus Pirate,LCC,5dc479d7-5c2f-56c7-b598-811bfedeb0a9
"Francisco, Fowl Marauder",rare,,B,Legendary Creature — Bird Pirate,LCC,ecba0d60-7a21-5329-b746-cef3ac72efa9
"Mavren Fein, Dusk Apostle",rare,,W,Legendary Creature — Vampire Cleric,"LCC, PXLN, XLN",43cb032c-f577-525e-b40b-a20116f7e779
"Kopala, Warden of Waves",rare,,U,Legendary Creature — Merfolk Wizard,"LCC, PXLN, XLN",93b0ced1-d9ed-52a9-880f-4ad01b357b0f
"Timothar, Baron of Bats",mythic,,B,Legendary Creature — Vampire Noble,"LCC, VOC",7c73606f-5870-5e80-b0b3-5ab0a1c0b2d2
Admiral Beckett Brass,mythic,,"B, R, U",Legendary Creature — Human Pirate,"LCC, PLST, PXLN, SLD, XLN",1cf1f0b5-0719-56b8-af4a-6c4a51bcf31c
"Kumena, Tyrant of Orazca",mythic,,"G, U",Legendary Creature — Merfolk Shaman,"LCC, PRIX, RIX, SLD",b8ff834a-644f-5914-bebd-ec1368b4e7d6
"Tishana, Voice of Thunder",mythic,,"G, U",Legendary Creature — Merfolk Shaman,"LCC, PXLN, XLN",98223687-96da-509b-b23e-c6e416593409
"Vona, Butcher of Magan",mythic,,"B, W",Legendary Creature — Vampire Knight,"LCC, MOC, PXLN, SLD, XLN",7ebb039b-c404-5a96-a43f-76ccaabb84f1
"Akal Pakal, First Among Equals",rare,,U,Legendary Creature — Human Advisor,"LCI, PLCI",8e1d7eca-f254-5b53-bf02-56d81c1b19f9
"Malcolm, Alluring Scoundrel",rare,,U,Legendary Creature — Siren Pirate,"LCI, PLCI",e4dba3c8-4cee-5610-8b6c-e933a81b455c
"Breeches, Eager Pillager",rare,,R,Legendary Creature — Goblin Pirate,"LCI, PLCI",7fb9b8a4-421d-5542-9d93-e0551944dd0f
"Inti, Seneschal of the Sun",rare,,R,Legendary Creature — Human Knight,"LCI, PLCI",2bdacef4-4c48-53b9-8644-1d890fb4a2bc
"Ghalta, Stampede Tyrant",mythic,,G,Legendary Creature — Elder Dinosaur,"LCI, PLCI",44f9a407-0765-5b35-a73d-7267770b065c
"Abuelo, Ancestral Echo",rare,,"U, W",Legendary Creature — Spirit,"LCI, PLCI",bd5e9bd7-ee6d-56dc-b5f1-b2bb05a83ff9
"Akawalli, the Seething Tower",uncommon,,"B, G",Legendary Creature — Fungus,LCI,5574d56c-59bd-57cc-9def-d191f400278e
Amalia Benavides Aguirre,rare,,"B, W",Legendary Creature — Vampire Scout,"LCI, PLCI",92e26b32-eea8-5d45-989e-47b7b0c2e33f
The Ancient One,mythic,,"B, U",Legendary Creature — Spirit God,"LCI, PLCI",92fed694-d3df-538e-9533-68d183aa21a5
"Anim Pakal, Thousandth Moon",rare,,"R, W",Legendary Creature — Human Soldier,"LCI, PLCI",7ae780f2-759e-50cc-9476-b612f0b7fba3
Bartolomé del Presidio,uncommon,,"B, W",Legendary Creature — Vampire Knight,LCI,a3e92b17-ceac-5d35-8165-d98bbc66d62b
Caparocti Sunborn,uncommon,,"R, W",Legendary Creature — Human Soldier,LCI,5499e2d7-3392-57e4-b0bc-ebd3ec3a2296
"Captain Storm, Cosmium Raider",uncommon,,"R, U",Legendary Creature — Human Pirate,LCI,bd28cd6c-9e22-5e5c-b62c-257991ae2793
"Gishath, Sun's Avatar",mythic,,"G, R, W",Legendary Creature — Dinosaur Avatar,"LCI, PLCI, PXLN, SLD, XLN",495959e0-860d-5fb6-994b-dc6a85fd002f
"Itzquinth, Firstborn of Gishath",uncommon,,"G, R",Legendary Creature — Dinosaur,LCI,7c9bedaa-5795-5d34-a3f9-4f56b41a1e9b
"Kutzil, Malamet Exemplar",uncommon,,"G, W",Legendary Creature — Cat Warrior,LCI,5e6b6b27-9e33-5449-bec6-e9d77b0b079d
The Mycotyrant,mythic,,"B, G",Legendary Creature — Elder Fungus,"LCI, PLCI",18570bf6-2ef0-55d4-908e-503ce8545322
"Nicanzil, Current Conductor",uncommon,,"G, U",Legendary Creature — Merfolk Scout,LCI,df7ec6a1-45d7-5d71-b4c2-0de9a20a7347
"Saheeli, the Sun's Brilliance",mythic,,"R, U",Legendary Creature — Human Artificer,"LCI, PLCI",5cf3c5ed-7a69-52a8-8426-62c3f235a12f
Sovereign Okinec Ahau,mythic,,"G, W",Legendary Creature — Cat Noble,"LCI, PLCI",6e64e137-2cb5-5ede-a28d-0741f6ffb5c5
"Uchbenbak, the Great Mistake",uncommon,,"B, U",Legendary Creature — Skeleton Horror,LCI,0dd5f52b-fe94-507a-8de7-282e601739a7
"Vito, Fanatic of Aclazotz",mythic,,"B, W",Legendary Creature — Vampire Demon,"LCI, PLCI",0532b7be-82cd-57ec-9bcb-3cc332a60db0
Zoyowa Lava-Tongue,uncommon,,"B, R",Legendary Creature — Goblin Warlock,LCI,b0a4f156-f40c-55a0-a1d2-60bafbdf6e52
"Éowyn, Shieldmaiden",mythic,,"R, U, W",Legendary Creature — Human Knight,LTC,80f56f00-ace2-5368-88a7-9137d669a101
"Frodo, Adventurous Hobbit",mythic,,"B, W",Legendary Creature — Halfling Scout,LTC,c564f782-dd17-5d66-8fae-1aa002b98c40
"Galadriel, Elven-Queen",mythic,,"G, U",Legendary Creature — Elf Noble,LTC,e79c7aba-defd-5a18-ab7f-95a3da4b212d
"Sauron, Lord of the Rings",mythic,,"B, R, U",Legendary Creature — Avatar Horror,LTC,1d51c799-d63e-50d9-9bd3-26598ad17aa3
"Aragorn, King of Gondor",mythic,,"R, U, W",Legendary Creature — Human Noble,LTC,3ef58d1c-993e-5ade-af6a-aa77edb53fd1
"Gandalf, Westward Voyager",mythic,,"G, U",Legendary Creature — Avatar Wizard,LTC,418cf5e9-144a-56e4-bddc-685e7db6f820
"Sam, Loyal Attendant",mythic,,"G, W",Legendary Creature — Halfling Peasant,LTC,0a2891dc-d990-5e03-8c65-9cc0c6eb8413
"Saruman, the White Hand",mythic,,"B, R, U",Legendary Creature — Avatar Wizard,LTC,1a690da3-210c-52e6-a5ad-64f3b1da8330
Beregond of the Guard,rare,,W,Legendary Creature — Human Soldier,LTC,c1c499f3-8fec-5ff0-aa57-f64964ebcf3e
The Gaffer,rare,,W,Legendary Creature — Halfling Peasant,LTC,0c182bcb-0386-5c75-b89b-4bc9a7a4efd0
"Gilraen, Dúnedain Protector",rare,,W,Legendary Creature — Human Noble,LTC,c4fb87c8-6d43-5925-aaed-f78c06710341
"Gwaihir, Greatest of the Eagles",rare,,W,Legendary Creature — Bird Noble,LTC,547d3dab-9e9e-5c31-a8ae-f9f3cde01053
"Denethor, Stone Seer",rare,,U,Legendary Creature — Human Noble,LTC,84efda29-4924-5aac-a724-5fca0e232a3f
Monstrosity of the Lake,rare,,U,Legendary Creature — Kraken,LTC,8f1cd28f-5f14-5e80-9334-95c5b987cad4
"Gollum, Obsessed Stalker",rare,,B,Legendary Creature — Halfling Horror,LTC,5897e36b-ff82-5c7c-a89b-d11f42983416
"Lobelia, Defender of Bag End",rare,,B,Legendary Creature — Halfling Citizen,LTC,8a4eff81-cf41-5db0-9a49-e90e53bf9e96
"Shelob, Dread Weaver",rare,,B,Legendary Creature — Spider Demon,LTC,48d4d47b-99cc-5621-b071-53051fb48122
Gimli of the Glittering Caves,rare,,R,Legendary Creature — Dwarf Warrior,LTC,540f06e1-923d-5423-a8c5-8a4200a9a19d
"Arwen, Weaver of Hope",rare,,G,Legendary Creature — Elf Noble,LTC,afb31e3e-8ab5-5226-9c88-ee06554e821e
"Haldir, Lórien Lieutenant",rare,,G,Legendary Creature — Elf Soldier,LTC,b200faa0-49de-5a88-89fa-03d2bfe471ae
Legolas Greenleaf,rare,,G,Legendary Creature — Elf Archer,LTC,bb9c1b7d-4897-5ceb-b826-5f6080071d1e
The Balrog of Moria,rare,,"B, R",Legendary Creature — Avatar Demon,LTC,9038c159-b413-5c79-aef2-a56bd0203b57
"Bilbo, Birthday Celebrant",rare,,"B, G, W",Legendary Creature — Halfling Rogue,LTC,63ebc4c6-3f17-5ec7-9f42-d8dcbf73d313
"Boromir, Gondor's Hope",rare,,"U, W",Legendary Creature — Human Warrior,LTC,c3fb5610-fea1-57e0-93ab-57be6bd113b1
Círdan the Shipwright,rare,,"G, U",Legendary Creature — Elf Noble,LTC,de23f546-63bf-5ff6-b5a5-769549727279
Elrond of the White Council,rare,,"G, U",Legendary Creature — Elf Noble,LTC,f80479c6-9a70-5408-840f-9cfb2b4d1b0d
"Éomer, King of Rohan",rare,,"R, W",Legendary Creature — Human Noble,LTC,319474ac-fc93-58bf-b5a1-1079c0f077bf
Erestor of the Council,rare,,"G, U",Legendary Creature — Elf Noble,LTC,c4df3397-02bc-527d-a309-9d58eea8ec89
"Faramir, Steward of Gondor",rare,,"U, W",Legendary Creature — Human Noble,LTC,2a14fe52-eff7-5dda-97a0-6a052b03debb
Farmer Cotton,rare,,"G, W",Legendary Creature — Halfling Peasant,LTC,ce585779-d496-59f9-8a64-2e930a507538
"Gríma, Saruman's Footman",rare,,"B, U",Legendary Creature — Human Advisor,LTC,6e9f7dfa-04c7-548f-a88a-a97fba64d8b6
Lord of the Nazgûl,rare,,"B, U",Legendary Creature — Wraith Noble,LTC,981e4284-13a4-5f6f-85a0-42a4bdaa9c70
"Merry, Warden of Isengard",rare,,"G, W",Legendary Creature — Halfling Advisor,LTC,025cba12-a4bb-5573-b2ff-373bf56baca5
"Pippin, Warden of Isengard",rare,,"B, G",Legendary Creature — Halfling Advisor,LTC,1a1667c9-7db9-5b2b-92c5-cbd1ce1206d5
"Radagast, Wizard of Wilds",rare,,"G, U",Legendary Creature — Avatar Wizard,LTC,0eb1101f-9f1d-5e88-aa90-2b701ce122f3
"Treebeard, Gracious Host",rare,,"G, W",Legendary Creature — Treefolk,LTC,3f0dddcc-4f08-5383-9223-51889bc40c8b
"Aragorn, Hornburg Hero",mythic,,"G, R, W",Legendary Creature — Human Soldier,LTC,e58aa969-4197-5df0-94a9-63bc62aabf26
"Galadriel, Light of Valinor",mythic,,"G, U, W",Legendary Creature — Elf Noble,LTC,44de9b26-1536-5d19-9c6f-7350a6b7e8db
Gandalf of the Secret Fire,mythic,,"R, U, W",Legendary Creature — Avatar Wizard,LTC,1e8e8d84-9ee1-5ada-bfc9-261dae6521f5
"Witch-king, Sky Scourge",mythic,,"B, R",Legendary Creature — Wraith Noble,LTC,4059781c-63a4-568a-9f57-7a8f11a0e2c1
"Kenrith, the Returned King",mythic,,W,Legendary Creature — Human Noble,"ELD, LTC, MUL, PLST",34056201-2898-5a35-8e9a-1079fcba193c
"Arcades, the Strategist",mythic,,"G, U, W",Legendary Creature — Elder Dragon,"M19, PLST, PM19, TSR",a330f8ef-791b-5790-a00e-52727a54e6d4
"Vaevictis Asmadi, the Dire",mythic,,"B, G, R",Legendary Creature — Elder Dragon,"M19, PLST, PM19",20012eae-b7fa-53d1-be08-24f37897cbb2
"Yarok, the Desecrated",mythic,,"B, G, U",Legendary Creature — Elemental Horror,"M20, MUL, PM20",d3d86a4e-255d-52a4-9a6e-04ff2a9f9fa1
"Thrun, the Last Troll",mythic,,G,Legendary Creature — Troll Shaman,"MBS, PLST",01b9bdce-0e71-5b3b-9224-29e3a45c991d
"Kataki, War's Wage",rare,,W,Legendary Creature — Spirit,"MD1, MMA, PLST, SOK",8111b7ad-b7f1-5982-a32f-928c4c412c9c
"Sisay, Weatherlight Captain",rare,,W,Legendary Creature — Human Soldier,"H1R, MH1, PLST, PRM, SLD",7c02548c-e041-5642-852a-942da1d7f5f2
"Ayula, Queen Among Bears",rare,,G,Legendary Creature — Bear,"H1R, J21, MH1, PIP, PRM",a2ad1ffd-50e3-5205-8f5f-0194a38cf012
"Leinore, Autumn Sovereign",mythic,,"G, W",Legendary Creature — Human Noble,"MIC, OMIC, PRM",a9471544-1f4e-538c-ac8d-daaf7d9cbc67
"Wilhelt, the Rotcleaver",mythic,,"B, U",Legendary Creature — Zombie Warrior,"MIC, OMIC",be43bcfa-0c6c-54c0-91c7-858998a59d69
"Eloise, Nephalia Sleuth",mythic,,"B, U",Legendary Creature — Human Rogue,"MIC, PRM",3ed2467b-a95c-55a8-b168-0201df48a9d4
"Kyler, Sigardian Emissary",mythic,,"G, W",Legendary Creature — Human Cleric,"MIC, PRM",0f38ba8f-0086-5378-a856-1e1a10028494
"Kurbis, Harvest Celebrant",rare,,G,Legendary Creature — Treefolk,MIC,6eee23f2-9964-522c-bdfa-47ddd1f68760
"Lynde, Cheerful Tormentor",mythic,,"B, R, U",Legendary Creature — Human Warlock,MIC,43a117bd-57de-54f9-b97c-cb9f9b5e86cb
"Sigarda, Heron's Grace",mythic,,"G, W",Legendary Creature — Angel,"MIC, PSOI, SIR, SOI",9b919957-696c-5726-9f65-ba97c999ab69
"Kaust, Eyes of the Glade",mythic,,"G, R, W",Legendary Creature — Dryad Detective,MKC,735d1016-e419-5dda-adf5-810c707acac9
"Mirko, Obsessive Theorist",mythic,,"B, U",Legendary Creature — Vampire Detective,MKC,60c2cf99-b7d8-5c2c-9efc-cf027302253c
"Morska, Undersea Sleuth",mythic,,"G, U, W",Legendary Creature — Vedalken Fish Detective,MKC,939e0998-9798-5712-b699-78f1e4bdac6e
"Nelly Borca, Impulsive Accuser",mythic,,"R, W",Legendary Creature — Human Detective,MKC,7c3aa4ea-d1ce-5120-b3ce-e0e23f0fa1ef
"Duskana, the Rage Mother",mythic,,"G, R, W",Legendary Creature — Bear,MKC,cbf4abba-324f-5b9c-b9d9-a032bdb41d56
"Feather, Radiant Arbiter",mythic,,"R, W",Legendary Creature — Angel,MKC,8e2717d0-081e-5a45-95d9-36cdb230d173
"Marvo, Deep Operative",mythic,,"B, U",Legendary Creature — Octopus Rogue,MKC,b9033f60-bdd3-5fd6-b291-f35e10524654
"Sophia, Dogged Detective",mythic,,"G, U, W",Legendary Creature — Human Detective,MKC,b3507fce-a61d-55d3-96d5-dcf12fd3b75e
"Tesak, Judith's Hellhound",rare,,R,Legendary Creature — Elemental Dog,MKC,6bd48840-655e-50d4-b428-9bfeda423fd7
"Bennie Bracks, Zoologist",mythic,,W,Legendary Creature — Elf Druid,"MKC, NCC",46f89071-943c-5ab4-9b43-dab30292dbbb
Loran of the Third Path,rare,,W,Legendary Creature — Human Artificer,"BRO, MKC, PBRO, PRM",37e6f4aa-842c-5194-aec4-13807fd80056
"Saryth, the Viper's Fang",rare,,G,Legendary Creature — Human Warlock,"DBL, MID, MKC, PMEI, PMID",f6408360-61fc-57b4-a603-425a1a02b5d2
"Toski, Bearer of Secrets",rare,,G,Legendary Creature — Squirrel,"KHM, MKC, PKHM, PRM",1b49ece4-722e-521c-8afa-cc7fad2b37f2
"Chulane, Teller of Tales",mythic,,"G, U, W",Legendary Creature — Human Druid,"ELD, MKC, PLST",bbcf96d0-9ba6-5d04-9fb6-7578c6391ff8
"Koma, Cosmos Serpent",mythic,,"G, U",Legendary Creature — Serpent,"KHM, MKC, PKHM, PRM",98c85411-9084-52ea-a342-d5bdd1287d0f
"Lonis, Cryptozoologist",rare,,"G, U",Legendary Creature — Snake Elf Scout,"J21, MH2, MKC, PLST, PMH2",531104cb-1d96-5de6-9ba4-dbb94b81374d
"Delney, Streetwise Lookout",mythic,,W,Legendary Creature — Human Scout,"MKM, PMKM",d6f664ef-967c-5083-993d-ba7426808d4d
"Massacre Girl, Known Killer",mythic,,B,Legendary Creature — Human Assassin,"MKM, PMKM",7880ad48-a920-500b-9409-83a5498e21e1
"Krenko, Baron of Tin Street",rare,,R,Legendary Creature — Goblin,"MKM, PMKM",026a8fcb-c5db-50c9-9c9c-13db04701f21
The Pride of Hull Clade,mythic,,G,Legendary Creature — Crocodile Elk Turtle,"MKM, PMKM",3eed2098-8122-5df1-b6ea-5ddb38670cd8
"Agrus Kos, Spirit of Justice",mythic,,"R, W",Legendary Creature — Spirit Detective,"MKM, PMKM",c4fab116-558d-5dfe-a352-b9b519deb207
"Alquist Proft, Master Sleuth",mythic,,"U, W",Legendary Creature — Human Detective,"MKM, PMKM",4eb569cb-d88e-5d76-9e88-70290c840187
"Anzrag, the Quake-Mole",mythic,,"G, R",Legendary Creature — Mole God,"MKM, PMKM",97ade56c-db8d-533e-8116-390d6f69b0cc
